GLASNO,A_WT,SIO2,AL2O3,B2O3,CAO,K2O,NA2O,PBO,Li2O,MgO,SRO,BAO,ZNO,P2O5,GEO2,ZRO2,TIO2,TEO2,FemOn,RO20,RO100,RO150,RO300,Year,Refer_Id,Patent,SLeg,1,3,4,5,6,7,8,9,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,38,39,40,41,42,44,45,46,47,48,49,50,51,52,53,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,90,92
33234,24.12394,60,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,8.216904,1983,915,FALSE,,0,0,0,0,0,0,61.81818,0,0,0,0,21.81818,0,0,0,0,12.72727,0,0,0,0,0,3.636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33276,25.55457,50,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,8.5,1983,915,FALSE,,0,0,0,0,0,0,60.37736,0,0,0,0,18.86792,0,0,0,0,5.660378,0,0,0,0,11.32076,3.773585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33244,24.76381,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,10.8,1983,915,FALSE,,0,0,0,0,0,0,62.06897,0,0,0,0,20.68966,0,0,0,0,3.448276,0,0,0,0,6.896552,6.896552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33267,25.10314,55,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,8.816774,1983,915,FALSE,,0,0,0,0,0,0,61.66667,0,0,0,0,18.33333,0,0,0,0,6.666667,0,0,0,0,3.333333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33275,25.27419,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,8.3,1983,915,FALSE,,0,0,0,0,0,0,60.37736,0,0,0,0,18.86792,0,0,0,0,7.54717,0,0,0,0,9.433962,3.773585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33274,24.99381,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,8.099999,1983,915,FALSE,,0,0,0,0,0,0,60.37736,0,0,0,0,18.86792,0,0,0,0,9.433962,0,0,0,0,7.54717,3.773585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33273,24.71343,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,8.2,1983,915,FALSE,,0,0,0,0,0,0,60.37736,0,0,0,0,18.86792,0,0,0,0,11.32076,0,0,0,0,5.660378,3.773585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33272,24.43306,50,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,8.3,1983,915,FALSE,,0,0,0,0,0,0,60.37736,0,0,0,0,18.86792,0,0,0,0,13.20755,0,0,0,0,3.773585,3.773585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33271,24.15268,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,7.999999,1983,915,FALSE,,0,0,0,0,0,0,60.37736,0,0,0,0,18.86792,0,0,0,0,15.09434,0,0,0,0,1.886792,3.773585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33270,23.8723,50,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,8.3,1983,915,FALSE,,0,0,0,0,0,0,60.37736,0,0,0,0,18.86792,0,0,0,0,16.98113,0,0,0,0,0,3.773585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33250,23.50442,55,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,8.3,1983,915,FALSE,,0,0,0,0,0,0,61.11111,0,0,0,0,20.37037,0,0,0,0,14.81481,0,0,0,0,0,3.703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33268,25.35081,55,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,6.400001,1983,915,FALSE,,0,0,0,0,0,0,61.66667,0,0,0,0,18.33333,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33255,24.88035,55,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,8.700001,1983,915,FALSE,,0,0,0,0,0,0,61.11111,0,0,0,0,20.37037,0,0,0,0,5.555555,0,0,0,0,9.259259,3.703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33266,24.85547,55,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,8.599999,1983,915,FALSE,,0,0,0,0,0,0,61.66667,0,0,0,0,18.33333,0,0,0,0,8.333333,0,0,0,0,1.666667,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33258,25.70591,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,8.5,1983,915,FALSE,,0,0,0,0,0,0,61.11111,0,0,0,0,20.37037,0,0,0,0,0,0,0,0,0,14.81481,3.703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33256,25.15553,55,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,8.700001,1983,915,FALSE,,0,0,0,0,0,0,61.11111,0,0,0,0,20.37037,0,0,0,0,3.703704,0,0,0,0,11.11111,3.703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33269,25.59847,55,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,10.5,1983,915,FALSE,,0,0,0,0,0,0,61.66667,0,0,0,0,18.33333,0,0,0,0,3.333333,0,0,0,0,6.666667,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33257,25.43072,55,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,8.599999,1983,915,FALSE,,0,0,0,0,0,0,61.11111,0,0,0,0,20.37037,0,0,0,0,1.851852,0,0,0,0,12.96296,3.703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33265,24.6078,55,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,6.999999,1983,915,FALSE,,0,0,0,0,0,0,61.66667,0,0,0,0,18.33333,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33259,24.08515,55,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,6.800001,1983,915,FALSE,,0,0,0,0,0,0,61.40351,0,0,0,0,19.29825,0,0,0,0,12.2807,0,0,0,0,0,7.017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33260,24.34585,55,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,6.800001,1983,915,FALSE,,0,0,0,0,0,0,61.40351,0,0,0,0,19.29825,0,0,0,0,10.52632,0,0,0,0,1.754386,7.017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33261,24.60655,55,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,8,1983,915,FALSE,,0,0,0,0,0,0,61.40351,0,0,0,0,19.29825,0,0,0,0,8.77193,0,0,0,0,3.508772,7.017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33262,24.86726,55,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,6.464574,1983,915,FALSE,,0,0,0,0,0,0,61.40351,0,0,0,0,19.29825,0,0,0,0,7.017544,0,0,0,0,5.263158,7.017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33263,25.12796,55,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,8.4,1983,915,FALSE,,0,0,0,0,0,0,61.40351,0,0,0,0,19.29825,0,0,0,0,5.263158,0,0,0,0,7.017544,7.017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33264,25.38866,55,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,8.9,1983,915,FALSE,,0,0,0,0,0,0,61.40351,0,0,0,0,19.29825,0,0,0,0,3.508772,0,0,0,0,8.77193,7.017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30417,20.97104,85,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,,8.289013,7.104266,4.790599,1956,784,FALSE,,0,0,0,0,0,0,61.66667,0,10,0,0,28.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30429,20.49232,65,0,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,6.523336,4.080334,1956,784,FALSE,,0,0,0,0,0,0,55.93221,0,20.33898,0,0,22.0339,0,0,0,0,1.694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30433,21.00428,65,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,,,8.501882,5.530365,1956,784,FALSE,,0,0,0,0,0,0,57.89474,0,14.03509,0,0,22.80702,0,0,0,0,5.263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30434,20.39598,80,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,,,7.888239,5.213234,1956,784,FALSE,,0,0,0,0,0,0,61.01695,0,10.16949,0,0,27.11864,0,0,0,0,1.694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30435,20.97104,70,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,,,9.189038,6.091501,1956,784,FALSE,,0,0,0,0,0,0,59.64912,0,10.52632,0,0,24.5614,0,0,0,0,5.263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30455,22.34496,75,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,7.270083,1956,784,FALSE,,0,0,0,0,0,0,60.34483,0,0,0,0,25.86207,0,0,0,10.34483,3.448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30452,24.46203,55,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5.421086,1956,784,FALSE,,0,0,0,0,0,0,54.38596,0,0,0,0,19.29825,0,0,0,21.05263,5.263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30451,22.34496,60,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7.186508,4.694563,1956,784,FALSE,,0,0,0,0,0,0,55.17241,0,0,0,0,20.68966,0,0,0,20.68966,3.448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30453,22.93309,75,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8.24615,5.445528,1956,784,FALSE,,0,0,0,0,0,0,59.32203,0,0,0,0,25.42373,0,0,0,13.55932,1.694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30454,22.93309,70,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,10.44557,8.936127,5.988371,1956,784,FALSE,,0,0,0,0,0,0,58.62069,0,0,0,0,24.13793,0,0,0,13.7931,3.448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34001,21.04618,74.6495,0.7785815,0,0,4.21383,9.60631,10.67008,0,0,0,0,0,0,0,0,0,0,0,,,,8,1959,939,FALSE,,0,0,0,0,0,0,60.59782,0,6.60345,0,0.5359719,25.64763,0,0,0,2.892875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05634578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.665911,0,0,0,0
34032,29.78399,64.03875,0,0,0,12.70828,5.518324,12.25881,0,0,0,0,0,0,0,0,0,0,0,20.7988,15.37327,13.02445,8.437494,1958,940,FALSE,,0,0,0,0,0,0,55.10303,3.808597,3.836397,0,0,22.25388,0,0,0,8.833443,1.904299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.260346,0,0,0,0
34033,29.78399,70.5301,0,0,0,7.198185,6.837406,11.01211,0,0,0,4.422202,0,0,0,0,0,0,0,21.11392,15.6438,13.27568,8.651019,1958,940,FALSE,,0,0,0,0,0,0,59.9255,0,4.807253,0,0,24.78477,0,0,0,5.060266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.553221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.868996,0,0,0,0
34147,19.20274,83.60362,0.9112156,10.49813,0,0,4.796919,0,0,0,0,0,0,0,0,0,0,0,0,,,,8,1969,942,FALSE,,0,0,0,6.497525,0,0,63.98515,0,2.970297,0,0.5631188,25.86633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1175743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34153,18.81065,79.99641,0.364021,14.39429,0.330936,0.7223884,4.191946,0,0,0,0,0,0,0,0,0,0,0,0,,,,8,1969,942,FALSE,,0,0,0,8.744,0,0,63.64769,0,2.546029,0,0.2187519,24.30577,0,0,0,0.4375038,0.1002613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34375,31.32541,33.44381,8.318377,0,0,0,0,0,0,0,0,0,0,25.10788,0,0,0,0,0,,,9.764246,7.509208,1984,957,FALSE,,0,0,0,0,0,0,70.36272,0,0,0,3.696053,7.427644,11.15479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.358788,0,0,0,0,0,0,0,0,0,0,0,0
34376,26.45794,21.60822,14.3773,0,0,0,0,0,0,0,0,0,0,42.61655,0,0,0,0,0,,,10.6946,8.470885,1984,957,FALSE,,0,0,0,0,0,0,69.84462,0,0,0,5.523652,4.150422,16.37121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.110089,0,0,0,0,0,0,0,0,0,0,0,0
34370,23.348,22.71671,13.10832,0,0,0,0,0,0,0,0,0,0,38.42343,0,0,0,0,0,,,8.767823,6.825984,1984,957,FALSE,,0,0,0,0,0,0,70.03263,0,0,0,5.185405,4.493227,15.19628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.092455,0,0,0,0,0,0,0,0,0,0,0,0
34405,22.97824,57.9,0,3.5,21.5,0,0,0,0,6.2,0,0,0,0,0,0,0,0,10.9,11.47677,9.105842,8.079419,6.074941,1971,961,FALSE,,0,0,0,2.324809,0,0,62.00598,0,0,2.059117,0,19.22949,0,0,0,0,7.140485,0,0,0,0,0,7.240119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34406,23.40061,55,0,5,20,0,0,0,0,5,0,0,0,0,0,0,0,0,15,10.96677,8.595841,7.569419,5.564941,1971,961,FALSE,,0,0,0,3.174603,0,0,61.90476,0,0,1.587302,0,17.46032,0,0,0,0,6.349206,0,0,0,0,0,9.523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34407,24.0722,54.3,0,0,26.8,0,0,0,0,6.3,0,0,0,0,0,0,0,0,12.6,10.89104,8.557157,7.546772,5.573614,1971,961,FALSE,,0,0,0,0,0,0,61.45155,0,0,2.156796,0,18.58952,0,0,0,0,9.174939,0,0,0,0,0,8.627182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34408,23.4186,55.7,0,3.5,21.3,0,0,0,0,6,0,0,0,0,0,0,0,0,13.5,10.60958,8.349786,7.371478,5.460959,1971,961,FALSE,,0,0,0,2.282361,0,0,61.85197,0,0,1.956309,0,18.16107,0,0,0,0,6.944897,0,0,0,0,0,8.803391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34409,22.94135,52.7,0,4.5,12,0,0,0,0,16.7,0,0,0,0,0,0,0,0,14.1,10.4725,8.064527,7.022067,4.986268,1971,961,FALSE,,0,0,0,2.917342,0,0,61.55591,0,0,5.41329,0,17.08266,0,0,0,0,3.889789,0,0,0,0,0,9.141005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34410,24.34492,55,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,0,15,9.828117,7.642416,6.696184,4.848305,1971,961,FALSE,,0,0,0,0,0,0,61.66667,0,0,1.666667,0,18.33333,0,0,0,0,8.333333,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34404,24.34492,56.3,0,0,27.8,0,0,0,0,6.4,0,0,0,0,0,0,0,0,9.5,12.26542,9.709267,8.602655,6.441577,1971,961,FALSE,,0,0,0,0,0,0,61.55197,0,0,2.247191,0,19.76826,0,0,0,0,9.761236,0,0,0,0,0,6.671349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35345,20.55589,71.89891,1.176916,0,7.489641,0,16.45719,0,0,2.97734,0,0,0,0,0,0,0,0,0,,,,5.472759,1952,1000,FALSE,,0,0,0,0,0,0,59.69786,0,11.27706,1.020828,0.8084405,24.63003,0,0,0,0,2.565771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35344,20.60229,73.2209,0,0,8.481379,0,15.34759,0,0,2.950135,0,0,0,0,0,0,0,0,0,,9.578826,8.160877,5.391794,1952,1000,FALSE,,0,0,0,0,0,0,60.02702,0,10.63867,1.022282,0,25.37339,0,0,0,0,2.938628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35346,20.60986,71.82574,1.175718,0,8.550878,0,15.47335,0,0,2.974309,0,0,0,0,0,0,0,0,0,,9.863466,8.393472,5.52275,1952,1000,FALSE,,0,0,0,0,0,0,59.89204,0,10.63815,1.02118,0.8114427,24.69743,0,0,0,0,2.939761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35342,20.64846,76.4401,1.185395,0,9.698918,0,12.67558,0,0,0,0,0,0,0,0,0,0,0,0,,10.11837,8.662472,5.81927,1952,1000,FALSE,,0,0,0,0,0,0,61.0946,0,8.663865,0,0.8130915,26.11459,0,0,0,0,3.31386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35341,20.60986,74.3217,1.183694,0,11.83722,0,12.65739,0,0,0,0,0,0,0,0,0,0,0,0,,,8.87967,5.952684,1952,1000,FALSE,,0,0,0,0,0,0,60.81509,0,8.715407,0,0.8123366,25.58172,0,0,0,0,4.075451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35343,20.53505,77.18877,2.394011,0,7.617487,0,12.79973,0,0,0,0,0,0,0,0,0,0,0,0,,9.508633,8.082282,5.36883,1952,1000,FALSE,,0,0,0,0,0,0,61.23637,0,8.614888,0,1.608561,25.97591,0,0,0,0,2.564275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
